customer_id,first_name,last_name,gender,past_3_years_bike_related_purchases,DOB,job_title,job_industry_category,wealth_segment,address,postcode,state
2859,Brandais,Goodlad,Female,98,1994-02-04,Assistant Professor,Argiculture,High Net Worth,3519 Schurz Alley,4034,QLD
2860,Charity,Robken,Female,13,1995-10-02,Physical Therapy Assistant,0,Mass Customer,221 Autumn Leaf Trail,2564,NSW
2861,Cecelia,Franzini,Female,4,1974-12-24,VP Quality Control,Financial Services,Mass Customer,12689 Logan Terrace,4154,QLD
2862,Normand,Pattillo,Male,46,1987-12-23,Cost Accountant,Financial Services,Mass Customer,4623 Anniversary Terrace,2031,NSW
2863,Alisander,Fetherstone,Male,90,1965-03-26,Internal Auditor,Manufacturing,Mass Customer,69 Dexter Parkway,2460,NSW
2864,Mariejeanne,Laise,Female,36,1974-12-26,Analog Circuit Design manager,IT,Mass Customer,3 Vermont Junction,3757,VIC
2865,Lila,Eyeington,Female,11,1997-12-14,Electrical Engineer,Manufacturing,High Net Worth,6804 Red Cloud Parkway,2099,NSW
2866,Ky,Stredder,Male,10,1995-06-26,0,Health,High Net Worth,6 Haas Park,2750,NSW
2867,Lem,Meegan,Male,53,1955-10-19,Sales Associate,0,High Net Worth,72 Ludington Circle,2770,NSW
2868,Corina,Thurlbeck,Female,20,1972-05-21,Technical Writer,Retail,High Net Worth,558 Grayhawk Circle,2086,NSW
2869,Gavra,Woolvin,Female,19,2001-01-16,0,Manufacturing,Affluent Customer,04470 Mcguire Trail,2070,NSW
2870,Aldis,Chazerand,Male,99,1957-12-26,0,0,Mass Customer,10434 Melby Pass,2200,NSW
2871,Hubie,Keld,Male,49,1978-03-20,Assistant Media Planner,Entertainment,High Net Worth,60717 Farmco Center,2047,NSW
2872,Tabbi,Tyght,Female,52,1974-02-17,Assistant Professor,Health,Affluent Customer,78814 Sundown Drive,4810,QLD
2873,Elvina,Saiger,Female,59,1981-06-25,Cost Accountant,Financial Services,Mass Customer,62293 Raven Parkway,2486,NSW
2874,Delores,Ashcroft,Female,97,1977-12-28,Nuclear Power Engineer,Manufacturing,Affluent Customer,08 Monterey Avenue,3043,VIC
2875,Keven,Leahair,Male,71,1998-10-23,Financial Analyst,Financial Services,High Net Worth,2241 Bonner Trail,4221,QLD
2876,Swen,McGarahan,Male,68,1981-01-29,General Manager,Retail,High Net Worth,7 Bartillon Junction,2044,NSW
2877,Vaughan,Frank,Male,59,1967-11-01,Senior Sales Associate,Property,Affluent Customer,463 Bultman Crossing,4211,QLD
2878,Sauveur,Skeel,Male,73,1985-10-31,Analog Circuit Design manager,Property,Mass Customer,12574 Truax Alley,2316,NSW
2879,Tatum,Askem,Female,62,1974-04-09,Executive Secretary,Argiculture,Mass Customer,77433 Sunfield Court,3179,VIC
2880,Ingra,Kelby,Male,43,1967-11-15,Legal Assistant,Health,Mass Customer,8647 La Follette Court,2067,NSW
2881,Ezra,Steffan,Male,71,1962-09-27,Associate Professor,Health,Affluent Customer,8750 Corben Trail,2089,NSW
2882,Claudia,Doog,Female,62,1986-04-26,Chief Design Engineer,Manufacturing,Mass Customer,8250 Johnson Point,4115,QLD
2883,Ulick,Bruty,Male,84,1995-05-19,Paralegal,Financial Services,Mass Customer,4 Vahlen Alley,2756,NSW
2884,Karola,Conneely,Female,99,1962-01-06,Assistant Professor,0,Mass Customer,8369 Golf Court,2777,NSW
2885,Minnie,Rolley,Female,70,1969-07-03,Compensation Analyst,Financial Services,Mass Customer,17 Sachs Street,2761,NSW
2886,Lulu,Watkiss,Female,39,1961-08-08,Nurse Practicioner,0,Mass Customer,53683 Arapahoe Parkway,2121,NSW
2887,Gardiner,Spehr,Male,42,1974-02-24,Speech Pathologist,Financial Services,High Net Worth,177 Forest Run Crossing,2046,NSW
2888,Hamel,Crosser,Male,37,1962-05-23,Project Manager,IT,High Net Worth,5674 Superior Point,2528,NSW
2889,Ximenes,Patmore,Male,55,1986-04-01,Assistant Professor,0,Mass Customer,37595 Packers Terrace,3064,VIC
2890,Nevile,Ecclesall,Male,64,1959-05-17,Speech Pathologist,0,Affluent Customer,63 Bayside Center,2018,NSW
2891,Renae,Ughetti,Female,5,1987-02-22,Nuclear Power Engineer,Manufacturing,High Net Worth,32 Calypso Park,2481,NSW
2892,Paulie,Wolffers,Male,59,1965-05-09,Junior Executive,Manufacturing,Affluent Customer,4 Ilene Street,2145,NSW
2893,Erik,Pothecary,Male,84,1980-09-23,Analog Circuit Design manager,0,Mass Customer,289 Lerdahl Terrace,2763,NSW
2894,Gilburt,0,Male,91,1977-04-19,Geologist III,Financial Services,Mass Customer,666 Holy Cross Parkway,4818,QLD
2895,Lind,Mc Ilory,Female,85,1967-03-15,Librarian,Entertainment,Mass Customer,5 Forster Center,2075,NSW
2896,Chryste,Deaville,Female,5,1970-03-25,Financial Advisor,Financial Services,Mass Customer,2072 Fremont Parkway,3082,VIC
2897,Kimbra,Gerraty,Female,94,1962-04-14,Assistant Professor,Manufacturing,Affluent Customer,17 Dapin Avenue,3189,VIC
2898,Tiertza,Hilldrop,Female,81,1965-06-05,VP Sales,0,Affluent Customer,552 Talisman Circle,2250,NSW
2899,Leora,Sanderson,Female,13,1990-03-21,Nuclear Power Engineer,Manufacturing,High Net Worth,75717 Bartillon Road,2880,NSW
2900,Cyrille,Figliovanni,Male,29,1986-05-30,Occupational Therapist,Health,Mass Customer,0 Caliangt Pass,2530,NSW
2901,Banky,Baudichon,Male,77,1995-06-11,0,Manufacturing,Mass Customer,848 Cascade Alley,4301,QLD
2902,Stacia,Gritsaev,Female,57,1974-12-31,Human Resources Manager,Financial Services,Mass Customer,59231 Claremont Place,2170,NSW
2903,Avery,Adamov,Male,47,1977-09-20,Operator,Manufacturing,Affluent Customer,493 Calypso Center,2170,NSW
2904,Freddi,Arrington,Female,26,1977-06-30,Software Test Engineer III,Manufacturing,High Net Worth,25 Schlimgen Terrace,2211,NSW
2905,Emily,Shackel,Female,34,1964-05-18,Account Representative I,0,Mass Customer,38 Thompson Plaza,2452,NSW
2906,Ivory,MacKnocker,Female,93,1992-07-02,GIS Technical Architect,Retail,Mass Customer,72850 Lotheville Junction,2480,NSW
2907,Erik,0,Male,89,1977-01-15,Senior Financial Analyst,Financial Services,High Net Worth,0 Lakeland Pass,3195,VIC
2908,Tiffy,Feenan,Female,42,1955-09-21,Social Worker,Health,Affluent Customer,8188 Fuller Hill,3175,VIC
2909,Jayme,Rowthorn,Female,31,1979-09-05,Associate Professor,Entertainment,High Net Worth,6815 South Junction,3198,VIC
2910,Drucill,Petrus,Female,15,1962-12-17,Registered Nurse,Health,Mass Customer,46418 Hauk Pass,3184,VIC
2911,Janenna,Knowlman,Female,55,1968-04-26,Assistant Media Planner,Entertainment,Mass Customer,3 Nancy Circle,3106,VIC
2912,Tobit,0,Male,60,1976-08-18,0,0,High Net Worth,7916 Clyde Gallagher Place,2075,NSW
2913,Padraic,Bonnar,Male,44,1955-07-11,VP Quality Control,IT,Affluent Customer,24913 Twin Pines Terrace,3350,VIC
2914,Jessamine,Brazear,Female,76,1982-11-06,Health Coach IV,Health,Affluent Customer,3 Barnett Way,2763,NSW
2915,Enrichetta,Broadberry,Female,32,1975-06-02,Budget/Accounting Analyst IV,Manufacturing,Mass Customer,928 Laurel Circle,4868,QLD
2916,Lauren,Adolfson,Male,23,1969-08-03,Product Engineer,Manufacturing,Affluent Customer,2 Blue Bill Park Lane,4220,QLD
2917,Siegfried,Hulmes,Male,21,1976-07-11,0,Manufacturing,Affluent Customer,937 Sloan Center,4118,QLD
2918,Elli,0,Female,58,1989-02-15,0,Financial Services,Mass Customer,66 Arrowood Court,4551,QLD
2919,Rustin,0,Male,47,1964-10-31,Safety Technician I,Financial Services,High Net Worth,11 Glendale Court,4121,QLD
2920,Casar,Ritchley,U,0,0,Business Systems Development Analyst,IT,Mass Customer,7066 Sunbrook Terrace,2299,NSW
2921,Astrid,Mac Giolla Pheadair,Female,15,1976-04-12,0,Financial Services,Mass Customer,210 Prairie Rose Hill,4060,QLD
2922,Wallache,Tatlow,Male,34,1981-12-10,Sales Associate,Manufacturing,Affluent Customer,2 Jackson Way,4210,QLD
2923,Julie,Kennagh,Female,46,1971-11-30,Teacher,0,Affluent Customer,3957 American Ash Plaza,2440,NSW
2924,Fina,McLaughlin,Female,79,1988-01-26,Assistant Media Planner,Entertainment,Mass Customer,90 Nobel Way,3166,VIC
2925,Henderson,Sloey,Male,36,1978-05-02,Business Systems Development Analyst,Financial Services,Affluent Customer,00 Heath Road,2259,NSW
2926,Jonie,Bickerstasse,Female,27,1963-03-20,Research Nurse,Health,High Net Worth,970 Randy Crossing,4005,QLD
2927,Yard,Spellman,Male,49,1960-09-08,VP Sales,Manufacturing,Affluent Customer,723 Center Court,3933,VIC
2928,Cedric,Layzell,Male,92,1992-12-27,Office Assistant I,0,Mass Customer,423 Golf Point,2044,NSW
2929,Winny,Cakes,Male,97,1999-07-28,Nurse,Retail,Mass Customer,415 Walton Lane,4883,QLD
2930,Goddard,Benthall,Male,46,1997-07-25,Assistant Media Planner,Entertainment,Mass Customer,51 Bay Junction,2081,NSW
2931,Efren,Twiddell,Male,61,1979-01-27,Executive Secretary,IT,Mass Customer,16673 Pawling Point,4702,QLD
2932,Bradly,Deboick,Male,4,1985-04-18,Account Representative I,IT,Mass Customer,2875 Anhalt Court,4570,QLD
2933,Ralf,Presidey,Male,61,1986-04-19,Administrative Officer,Retail,Affluent Customer,7561 Donald Center,3810,VIC
2934,Candida,Hickenbottom,Female,26,1986-04-08,Media Manager III,Telecommunications,Mass Customer,13282 Pond Circle,2471,NSW
2935,Jessi,Aldwich,Female,41,1978-04-23,0,Manufacturing,Mass Customer,1 Farwell Center,2199,NSW
2936,Pavia,Gethen,Female,23,1984-05-20,Project Manager,Financial Services,Mass Customer,7 New Castle Terrace,2223,NSW
2937,Belia,Mitchener,Female,47,1974-07-29,Computer Systems Analyst I,Financial Services,Mass Customer,572 Spohn Drive,3046,VIC
2938,Richardo,Cocher,Male,79,2000-02-21,Assistant Manager,Argiculture,Affluent Customer,53 Hintze Circle,4005,QLD
2939,Austina,Dugan,Female,38,1986-08-10,GIS Technical Architect,0,Mass Customer,72 Buell Pass,2200,NSW
2940,Wilek,Adolf,Male,83,1970-11-12,Business Systems Development Analyst,0,Affluent Customer,5748 Walton Court,4114,QLD
2941,Emylee,Pavlov,Female,38,1963-08-05,0,Retail,Mass Customer,692 Anniversary Junction,4207,QLD
2942,Garner,Arnolds,Male,10,1970-07-15,Software Engineer III,0,High Net Worth,5060 Donald Park,2539,NSW
2943,Caesar,0,Male,65,1979-01-10,VP Sales,0,High Net Worth,7 Debs Park,4157,QLD
2944,Kimball,Scutter,Male,45,1977-06-05,Environmental Specialist,Manufacturing,Affluent Customer,797 Orin Terrace,2119,NSW
2945,Arlan,0,Male,79,1972-05-26,Safety Technician IV,0,Mass Customer,978 Dennis Way,2233,NSW
2946,Paige,Bax,Male,14,1990-11-21,0,Property,Mass Customer,4 Glendale Crossing,3148,VIC
2947,Standford,Sauter,Male,75,1977-10-13,0,Manufacturing,Mass Customer,64107 Little Fleur Trail,4211,QLD
2948,Yank,Scarlett,Male,23,1997-01-17,Internal Auditor,Manufacturing,Mass Customer,68473 Leroy Avenue,4105,QLD
2949,Alexa,Simanek,Female,68,1977-09-21,0,Telecommunications,Mass Customer,321 Muir Crossing,3175,VIC
2950,Kristos,Anthony,Male,19,1955-01-11,Software Engineer I,Financial Services,Mass Customer,984 Hoepker Court,3064,VIC
2951,Duffy,Godbehere,Male,13,1977-09-25,Community Outreach Specialist,Financial Services,High Net Worth,24 Green Parkway,3437,VIC
2952,Cristy,McQuirter,Female,28,1975-04-25,Senior Developer,Manufacturing,High Net Worth,10 Kensington Avenue,2117,NSW
2953,Hector,Carwithan,Male,45,1972-10-26,Recruiting Manager,Health,High Net Worth,75848 Ohio Lane,3037,VIC
2954,Albertine,Fibbitts,Female,23,1974-03-24,Pharmacist,Health,Mass Customer,3 New Castle Terrace,3032,VIC
2955,Stuart,Dutnell,Male,74,1990-03-19,Community Outreach Specialist,Financial Services,High Net Worth,7 Blue Bill Park Lane,2765,NSW
2956,Thedric,Bolding,Male,17,1959-12-16,Quality Control Specialist,Telecommunications,Mass Customer,8007 Dawn Terrace,2166,NSW
2957,Hurlee,Helleckas,Male,66,1969-11-21,Social Worker,Health,Affluent Customer,02555 Sloan Way,2259,NSW
2958,Regan,Botly,Male,10,1975-11-23,Health Coach II,Manufacturing,Affluent Customer,337 Brentwood Pass,2529,NSW
2959,Max,Gonthier,Female,1,1953-11-23,Registered Nurse,Health,Mass Customer,4052 Katie Court,4300,QLD
2960,Hollie,MacEllen,Female,6,1976-07-16,Design Engineer,Property,Mass Customer,3 Comanche Court,2537,NSW
2961,Merv,Barradell,Male,56,1975-03-22,Assistant Manager,Health,Mass Customer,8 Roxbury Way,3031,VIC
2962,Shari,MacCallester,Female,26,1971-07-12,Information Systems Manager,Property,Mass Customer,860 Banding Terrace,2029,NSW
2963,Christin,Fricke,U,17,0,Safety Technician II,IT,Affluent Customer,5 Knutson Crossing,2114,NSW
2964,Geneva,McCrystal,Female,36,1974-01-07,Product Engineer,Telecommunications,Mass Customer,9217 Bashford Parkway,2023,NSW
2965,Lynna,Greenrod,Female,24,1972-12-15,0,0,High Net Worth,197 Goodland Crossing,2320,NSW
2966,Fredi,Aldhous,Female,81,1969-05-22,Dental Hygienist,Health,Mass Customer,373 Hayes Terrace,2010,NSW
2967,Dud,Coom,Male,60,1979-09-14,Social Worker,Health,Affluent Customer,3673 Jenna Center,4301,QLD
2968,Lek,Viel,Male,38,1977-11-25,Human Resources Assistant III,Retail,High Net Worth,8 Glendale Terrace,4014,QLD
2969,Pascale,Cuxson,Male,12,1974-11-05,Database Administrator IV,0,Mass Customer,22239 Waubesa Way,2763,NSW
2970,Cassi,Noades,Female,64,1992-12-08,Software Consultant,Financial Services,Mass Customer,6604 Hansons Court,2760,NSW
2971,Esther,Caught,Female,5,1968-01-16,Marketing Assistant,Manufacturing,High Net Worth,6 Weeping Birch Pass,2064,NSW
2972,Deena,Burnsides,Female,11,1956-03-18,0,0,High Net Worth,2126 Debra Point,2127,NSW
2973,Torr,Mintram,Male,34,1972-05-12,Senior Developer,Health,High Net Worth,726 Erie Center,3106,VIC
2974,Hyacinthia,Settle,Female,1,1975-09-28,Engineer IV,Financial Services,High Net Worth,98 Tomscot Center,3442,VIC
2975,Deva,Carnow,Female,67,1981-03-09,Senior Cost Accountant,Financial Services,Mass Customer,26223 Warrior Terrace,2204,NSW
2976,Lindsay,Beausang,Male,16,1964-08-07,Tax Accountant,Health,Mass Customer,85 Kim Way,3140,VIC
2977,Ottilie,Filkov,Female,28,1977-10-16,Community Outreach Specialist,0,Affluent Customer,0338 Oakridge Crossing,3030,VIC
2978,Erasmus,Winckworth,Male,96,1974-05-07,Programmer IV,Manufacturing,Affluent Customer,3 Hudson Circle,2250,NSW
2979,Louella,Mandifield,Female,39,1976-07-25,Tax Accountant,Retail,Mass Customer,8594 Warner Park,3053,VIC
2980,Di,Plaid,Female,27,1979-12-22,Chemical Engineer,Manufacturing,Mass Customer,6136 Farragut Plaza,3181,VIC
2981,Benny,Jadczak,Male,26,1980-03-30,Sales Representative,Retail,High Net Worth,9 7th Pass,2760,NSW
2982,Celisse,McCloughen,Female,30,1982-08-08,Senior Cost Accountant,Financial Services,Mass Customer,1 Graceland Trail,3195,VIC
2983,Hilario,Magrane,Male,2,1985-01-26,Human Resources Manager,Retail,Mass Customer,64 Northview Pass,3163,VIC
2984,Frances,Mishaw,Female,48,1959-05-23,Payment Adjustment Coordinator,Manufacturing,Mass Customer,0 Hayes Hill,2106,NSW
2985,Kerby,Nesfield,Male,69,1986-10-14,Sales Representative,Retail,Affluent Customer,3 Mariners Cove Terrace,2216,NSW
2986,Ettore,Bere,Male,60,1980-09-01,0,Financial Services,Mass Customer,130 Thompson Plaza,2199,NSW
2987,Riane,Schultes,Female,51,1984-11-21,Media Manager II,0,High Net Worth,23812 Tony Lane,2036,NSW
2988,Darrelle,Michie,Female,20,1998-02-02,Administrative Officer,0,Mass Customer,3206 Debs Point,3071,VIC
2989,Mort,0,Male,37,2000-10-25,Dental Hygienist,Health,High Net Worth,60 Fulton Trail,2234,NSW
2990,Brice,Martinuzzi,Male,65,1978-03-16,GIS Technical Architect,Argiculture,High Net Worth,3 Lukken Road,2066,NSW
2991,Fred,Catanheira,Female,48,1964-06-27,Desktop Support Technician,Financial Services,Mass Customer,424 Almo Junction,2830,NSW
2992,Crystal,Assur,Female,26,1974-05-31,Clinical Specialist,Health,Mass Customer,9610 Gateway Trail,3429,VIC
2993,Blinnie,Hazelden,Female,85,1995-03-07,Graphic Designer,Financial Services,Affluent Customer,00 Cordelia Trail,2138,NSW
2994,Karlen,Iacovacci,Female,26,1976-08-30,Accountant II,Manufacturing,Mass Customer,5 Shelley Pass,2763,NSW
2995,Garvin,Cunradi,Male,60,1997-01-14,0,Health,Mass Customer,24 Old Shore Crossing,2250,NSW
2996,Jerrylee,Shinfield,Female,67,1967-05-05,Cost Accountant,Financial Services,Mass Customer,93 Lawn Road,4212,QLD
2997,Jo-ann,Carlile,Female,57,1973-05-17,Computer Systems Analyst II,Health,Affluent Customer,09 Texas Plaza,4285,QLD
2998,Quintana,Housley,Female,34,2000-12-19,Nurse Practicioner,Manufacturing,High Net Worth,99 Lawn Court,4556,QLD
2999,Rinaldo,Diggin,U,28,0,Business Systems Development Analyst,IT,Affluent Customer,4 Loftsgordon Avenue,3023,VIC
3000,Tann,McCard,Male,28,1974-05-15,Compensation Analyst,Financial Services,Affluent Customer,0 Lakewood Street,2144,NSW
3001,Gal,Waleran,Male,48,1977-07-22,Engineer IV,Argiculture,Mass Customer,2 Hagan Hill,2155,NSW
3002,Tracey,Verdun,Male,62,1956-12-06,Paralegal,Financial Services,Mass Customer,673 Comanche Parkway,2470,NSW
3003,Brita,Tupie,Female,72,1963-05-02,Web Developer I,Retail,Mass Customer,78 Algoma Circle,2166,NSW
3004,Waylon,Hammant,Male,82,1955-02-20,Research Assistant II,Health,Mass Customer,9 Swallow Avenue,3179,VIC
3005,Rafaellle,Tantrum,Male,36,1969-01-05,Human Resources Manager,Property,Affluent Customer,90 Loftsgordon Plaza,2216,NSW
3006,Ariel,Dillingston,Female,72,1988-12-06,0,0,Mass Customer,921 Reinke Road,2529,NSW
3007,Tudor,Pepper,Male,38,1973-05-22,Environmental Tech,Manufacturing,Mass Customer,5913 Ramsey Road,2478,NSW
3008,Etta,Criag,Female,40,1982-05-13,0,Health,High Net Worth,91 Jay Drive,2560,NSW
3009,Hephzibah,Cliffe,Female,11,1977-04-02,0,Health,High Net Worth,72 Dennis Road,3805,VIC
3010,Tobye,Cock,Female,16,1970-05-20,0,0,Affluent Customer,90 Darwin Crossing,2767,NSW
3011,Robena,Barks,Female,84,1994-05-11,Staff Scientist,Financial Services,High Net Worth,54 Nevada Plaza,2096,NSW
3012,Devland,Probart,U,81,0,Technical Writer,IT,Mass Customer,8003 Pepper Wood Way,3250,VIC
3013,Lorain,Eddisforth,Female,94,1968-07-28,Office Assistant III,Property,High Net Worth,399 Butterfield Crossing,4115,QLD
3014,Terrijo,Merlin,Female,59,2001-03-30,Software Engineer II,0,High Net Worth,26378 Esch Junction,2065,NSW
3015,Queenie,Flips,Female,25,2000-09-02,Assistant Manager,Retail,Affluent Customer,2942 Swallow Trail,4214,QLD
3016,Forster,Bumford,Male,25,1985-08-11,Analog Circuit Design manager,Financial Services,High Net Worth,7 Anzinger Drive,2745,NSW
3017,Jason,De Lorenzo,Male,88,1955-10-05,Operator,Financial Services,Affluent Customer,885 Larry Park,3140,VIC
3018,Ainsley,Nissle,Female,16,1971-08-24,Recruiter,0,High Net Worth,95 Sutteridge Crossing,2567,NSW
3019,Alonso,Ceyssen,Male,98,1986-02-02,Community Outreach Specialist,Manufacturing,Affluent Customer,13 Alpine Lane,2228,NSW
3020,Witty,McArthur,Male,13,1965-12-24,Chemical Engineer,Manufacturing,High Net Worth,2 Scott Pass,4870,QLD
3021,Parker,Lukacs,Male,4,1983-01-18,0,0,Mass Customer,7 Debra Point,3175,VIC
3022,Gert,Kurtis,Female,21,1988-08-23,0,0,High Net Worth,27 Schlimgen Way,4116,QLD
3023,Rikki,Bernet,Female,37,1994-12-09,Accountant I,IT,High Net Worth,238 New Castle Alley,2166,NSW
3024,Franz,Craddy,Male,86,1959-01-08,0,Health,Mass Customer,010 Stuart Way,3056,VIC
3025,Osgood,Stolting,Male,27,1977-04-23,Compensation Analyst,Financial Services,Mass Customer,7609 Jackson Terrace,2155,NSW
3026,Minda,Pendrid,Female,11,1988-11-21,Account Representative III,Property,Mass Customer,520 Parkside Lane,2164,NSW
3027,Augy,Rudall,Male,83,1977-10-30,Research Nurse,Health,Mass Customer,7046 Fairview Place,4510,QLD
3028,Leandra,Schubert,Female,67,1956-07-07,General Manager,Manufacturing,High Net Worth,7 Scoville Trail,4304,QLD
3029,Timmie,Gori,Male,85,1978-07-17,Business Systems Development Analyst,Manufacturing,Mass Customer,31435 Eagle Crest Drive,2230,NSW
3030,Flor,Agnew,Female,68,1998-05-21,Technical Writer,Manufacturing,Affluent Customer,4 Crescent Oaks Alley,2541,NSW
3031,Diego,Bertelmot,Male,95,1996-02-02,Staff Scientist,Health,Mass Customer,50 7th Circle,4305,QLD
3032,Renado,Wonfor,Male,53,1992-08-02,Analog Circuit Design manager,Health,Affluent Customer,7 Lerdahl Court,4207,QLD
3033,Danielle,Kener,Female,60,1979-03-17,Administrative Officer,Financial Services,High Net Worth,677 Eagan Trail,3183,VIC
3034,Mara,Tofanini,Female,54,1956-09-09,Web Designer IV,Manufacturing,Mass Customer,638 Browning Terrace,3079,VIC
3035,Sigfrid,Caldecot,Male,98,1980-04-15,Associate Professor,Health,High Net Worth,731 Haas Trail,2125,NSW
3036,Windy,Orehead,Female,24,1977-04-17,Business Systems Development Analyst,Property,Affluent Customer,2 Grim Court,2168,NSW
3037,Leanora,Isles,Female,30,1971-10-27,Legal Assistant,Financial Services,High Net Worth,01654 Milwaukee Plaza,2000,NSW
3038,Hermione,0,Female,45,1958-04-08,Senior Developer,0,High Net Worth,42 Arizona Pass,4510,QLD
3039,Coralie,Guitonneau,Female,52,1968-07-28,0,Financial Services,Affluent Customer,94611 Cascade Parkway,2763,NSW
3040,Kameko,Kinrade,Female,87,1966-11-28,General Manager,Retail,Mass Customer,1 Melrose Lane,2010,NSW
3041,Sherrie,Kingaby,Female,20,1974-03-12,Physical Therapy Assistant,Retail,Mass Customer,88537 Erie Court,4211,QLD
3042,Barris,Trayton,Male,76,1971-03-17,Engineer II,Property,High Net Worth,5649 Crest Line Place,4455,QLD
3043,Kelcey,Argontt,Female,21,1981-08-03,Legal Assistant,0,Mass Customer,05 2nd Point,2217,NSW
3044,Russell,Brittoner,Male,59,1990-04-11,Occupational Therapist,Health,Affluent Customer,4 Jenifer Hill,3147,VIC
3045,Renato,Mungham,Male,52,1996-10-02,Cost Accountant,Financial Services,Affluent Customer,5999 Waxwing Lane,4511,QLD
3046,Shela,Ridgers,Female,53,1964-06-07,Programmer Analyst III,Manufacturing,Affluent Customer,5444 Corry Pass,2761,NSW
3047,Eddy,Cossans,Male,20,1962-01-14,Speech Pathologist,Retail,Mass Customer,85 Northland Circle,2077,NSW
3048,Kenon,Messruther,Male,38,1969-05-27,Legal Assistant,Manufacturing,Mass Customer,80302 Stang Parkway,3677,VIC
3049,Tristam,O'Fallone,Male,72,1967-07-15,0,Property,High Net Worth,529 Monterey Street,3338,VIC
3050,Dinnie,Worsom,Female,90,1997-12-04,0,0,High Net Worth,6 Westend Center,2546,NSW
3051,Edi,Lugton,Female,81,1973-06-06,0,Manufacturing,Affluent Customer,9357 Dennis Park,2010,NSW
3052,Lisetta,0,Female,72,1976-09-08,Teacher,0,Mass Customer,75 Hansons Alley,2260,NSW
3053,Susie,0,Female,67,1984-09-12,Account Coordinator,Retail,High Net Worth,274 Ludington Trail,2428,NSW
3054,Marieann,Wickey,Female,94,1965-07-14,Operator,Manufacturing,Affluent Customer,6 Service Parkway,4275,QLD
3055,Viki,Drache,Female,96,1999-08-23,General Manager,0,Mass Customer,99142 Eastwood Way,4870,QLD
3056,Catlin,Storm,Female,43,1968-05-27,Health Coach II,Entertainment,Mass Customer,0264 Birchwood Plaza,3802,VIC
3057,Mel,Shoebottom,Female,96,1976-03-28,Executive Secretary,0,Mass Customer,40 Bowman Crossing,2031,NSW
3058,Hamnet,Kibblewhite,Male,67,1986-10-10,Human Resources Manager,Manufacturing,Mass Customer,6354 Briar Crest Road,2022,NSW
3059,Hercules,Klewi,Male,83,1958-06-09,Accountant IV,0,Mass Customer,83 Sunfield Hill,3216,VIC
3060,Milton,Gorini,Male,28,1982-09-14,VP Accounting,Financial Services,Mass Customer,44 Northridge Plaza,2166,NSW
3061,Evie,Bendtsen,Female,51,1991-03-18,Office Assistant IV,Manufacturing,Affluent Customer,11 Farragut Junction,2530,NSW
3062,Lesley,Ruskin,Male,78,1962-11-09,Civil Engineer,Manufacturing,Mass Customer,6 Westport Road,4350,QLD
3063,Andrea,Wildber,Male,74,1999-11-04,VP Sales,Financial Services,Affluent Customer,922 Mccormick Circle,4509,QLD
3064,Zach,Billison,Male,96,1995-06-14,Product Engineer,Financial Services,Affluent Customer,9317 Mendota Parkway,3064,VIC
3065,Winna,Brusle,Female,88,1978-01-05,Recruiter,Financial Services,High Net Worth,8303 Mallard Center,2234,NSW
3066,Renell,Bellocht,Female,29,1995-01-14,Paralegal,Financial Services,Affluent Customer,4 Gateway Court,3107,VIC
3067,Veronique,Wash,Female,8,1991-01-13,Chief Design Engineer,Manufacturing,Mass Customer,2178 Washington Hill,3806,VIC
3068,Gill,Branney,Female,88,1990-12-07,Automation Specialist I,Manufacturing,Affluent Customer,0330 Vahlen Trail,3072,VIC
3069,Phylis,Traves,Female,59,1988-08-12,Senior Cost Accountant,Financial Services,Affluent Customer,4351 Maywood Hill,3551,VIC
3070,Malissia,Minthorpe,Female,74,1998-07-27,Account Executive,Health,Affluent Customer,537 Amoth Center,2220,NSW
3071,Shirlee,Murdoch,Female,59,1989-12-25,Assistant Media Planner,Entertainment,Mass Customer,23384 Kings Drive,2261,NSW
3072,Roma,Prettjohn,Male,87,1979-04-12,Chemical Engineer,Manufacturing,Mass Customer,6269 Oak Valley Avenue,2323,NSW
3073,Hernando,Farnham,Male,16,1967-04-12,Nurse,Telecommunications,Affluent Customer,74910 Burning Wood Junction,3132,VIC
3074,Tracie,Grishaev,Male,31,1969-02-18,VP Quality Control,Health,Mass Customer,6278 Old Shore Parkway,2250,NSW
3075,Corty,Debell,Male,36,1959-10-24,0,Entertainment,Mass Customer,08180 Golf Park,3068,VIC
3076,Merna,Eyers,Female,9,1991-10-01,Professor,Health,Mass Customer,1944 Charing Cross Junction,2126,NSW
3077,Emelen,Gillopp,Male,19,2000-08-11,Information Systems Manager,Manufacturing,Affluent Customer,25578 Mayfield Drive,2099,NSW
3078,Mariel,Blacksell,Female,54,1982-08-16,Safety Technician III,Retail,Mass Customer,9 Rieder Avenue,2798,NSW
3079,Yorker,McKevany,Male,34,1959-11-18,Legal Assistant,Retail,Mass Customer,45201 Atwood Place,2176,NSW
3080,Christoforo,Santus,Male,87,1958-10-06,Graphic Designer,Financial Services,High Net Worth,0680 Veith Court,3939,VIC
3081,Dodi,Volker,Female,61,1971-07-25,Mechanical Systems Engineer,0,High Net Worth,53 Dunning Lane,3024,VIC
3082,Emlyn,Maile,Male,68,1997-03-28,0,Manufacturing,Mass Customer,837 Elmside Center,2761,NSW
3083,Cirillo,Duprey,Male,44,1971-10-17,0,0,Mass Customer,57863 Pond Avenue,2773,NSW
